1,Operating,3000 - Contracted Serv-Prof/Tech,0,3800000,0,3800000,3800000
2,Operating,1000 - Cost Of Fulltime Positions,324607,436452,0,0,0
2,Operating,1199 - Turnover & Delayed Hiring,0,-7400,0,0,0
2,Operating,2000 - Employee Benefits,185254,266115,0,0,0
2,Operating,3000 - Contracted Serv-Prof/Tech,-2000,-2000,0,0,0
2,Operating,5000 - Contr Serv-Trans/Comm/Other,92,2152,0,0,0
2,Categorical,3000 - Contracted Serv-Prof/Tech,0,1914,1914,500,-1414
3,Operating,3000 - Contracted Serv-Prof/Tech,242114,454800,166500,454800,288300
3,Operating,5000 - Contr Serv-Trans/Comm/Other,2145,15000,0,15000,15000
3,Operating,8000 - Scholarships & Stipends,2876392,5818600,3939800,5849900,1910100
4,Operating,1861 - Employee Insurance Opt-Out,0,1608770,1608770,1608770,0
4,Operating,2000 - Employee Benefits,-20265268,-10010422,665278,-1834722,-2500000
4,Operating,3000 - Contracted Serv-Prof/Tech,0,-3529370,-6907430,-6907430,0
4,Operating,4000 - Contracted Servs - Property,0,0,0,0,0
4,Operating,5000 - Contr Serv-Trans/Comm/Other,0,425000,425000,418136,-6864
4,Operating,6000 - Materials & Supplies,0,-9909352,0,0,0
4,Operating,7000 - Equipment,0,-4719505,-5117469,-10139629,-5022160
4,Operating,8000 - Scholarships & Stipends,0,32541165,6615,0,-6615
4,Operating,9000 - Other Uses Of Funds,-8149635,-7224740,-7399352,-7251355,147997
4,Categorical,1000 - Cost Of Fulltime Positions,9422,0,0,0,0
4,Categorical,2000 - Employee Benefits,5443,0,0,0,0
4,Categorical,3000 - Contracted Serv-Prof/Tech,385855,297808,274989,222407,-52582
4,Categorical,6000 - Materials & Supplies,33,0,0,0,0
4,Categorical,7000 - Equipment,0,0,0,0,0
4,Categorical,8000 - Scholarships & Stipends,8116607,6990333,9116968,6746703,-2370265
4,Categorical,9000 - Other Uses Of Funds,0,642482,30516,40363,9847
