1,Operating,1000 - Cost Of Fulltime Positions,404021,422062,420921,420921,0
1,Operating,1198 - Insurance Recoveries,0,-422,-421,-421,0
1,Operating,1199 - Turnover & Delayed Hiring,0,-7200,0,0,0
1,Operating,1211 - Per Diem Substitute Service,3400,0,0,0,0
1,Operating,1311 - Overtime,136,0,0,0,0
1,Operating,1511 - Extra Curricular,0,33102,33102,33102,0
1,Operating,2000 - Employee Benefits,185009,235525,210707,231748,21041
1,Operating,3000 - Contracted Serv-Prof/Tech,0,5984,5984,5984,0
1,Operating,4000 - Contracted Servs - Property,0,281,281,281,0
1,Operating,5000 - Contr Serv-Trans/Comm/Other,32262,31766,31766,31766,0
1,Operating,6000 - Materials & Supplies,4926,5000,5000,5000,0
1,Operating,7000 - Equipment,0,2000,2000,2000,0
1,Operating,9000 - Other Uses Of Funds,0,0,0,0,0
1,Categorical,1000 - Cost Of Fulltime Positions,0,0,86538,20115,-66424
1,Categorical,2000 - Employee Benefits,0,0,40509,11197,-29312
1,Categorical,5000 - Contr Serv-Trans/Comm/Other,0,0,2020,0,-2020
2,Operating,1000 - Cost Of Fulltime Positions,293229,293326,293326,293326,0
2,Operating,1198 - Insurance Recoveries,0,-152,-152,-152,0
2,Operating,1199 - Turnover & Delayed Hiring,0,-3000,0,0,0
2,Operating,2000 - Employee Benefits,144061,156273,151478,164221,12743
2,Operating,3000 - Contracted Serv-Prof/Tech,0,0,0,0,0
2,Operating,5000 - Contr Serv-Trans/Comm/Other,2247,3258,3258,3258,0
2,Operating,6000 - Materials & Supplies,0,871,871,871,0
2,Operating,7000 - Equipment,0,1871,1871,1871,0
2,Capital,1000 - Cost Of Fulltime Positions,76821,77961,77961,77961,0
2,Capital,1198 - Insurance Recoveries,0,-156,-156,-156,0
2,Capital,1199 - Turnover & Delayed Hiring,0,0,0,0,0
2,Capital,2000 - Employee Benefits,37371,40705,40253,43608,3354
2,Capital,9000 - Other Uses Of Funds,0,0,0,0,0
3,Operating,1000 - Cost Of Fulltime Positions,263411,260650,260650,260650,0
3,Operating,1198 - Insurance Recoveries,0,-261,-261,-261,0
3,Operating,1199 - Turnover & Delayed Hiring,0,-4700,0,0,0
3,Operating,1861 - Employee Insurance Opt-Out,4461,0,0,0,0
3,Operating,2000 - Employee Benefits,144010,144821,128801,140639,11838
3,Operating,3000 - Contracted Serv-Prof/Tech,721,500,500,500,0
3,Operating,5000 - Contr Serv-Trans/Comm/Other,0,907,907,907,0
3,Operating,6000 - Materials & Supplies,1222,1262,1262,1262,0
