1,Operating,1000 - Cost Of Fulltime Positions,738268,747898,625125,625125,0
1,Operating,1198 - Insurance Recoveries,0,-748,-625,-625,0
1,Operating,1199 - Turnover & Delayed Hiring,0,-12600,0,0,0
1,Operating,1211 - Per Diem Substitute Service,0,0,0,0,0
1,Operating,1311 - Overtime,2652,0,0,0,0
1,Operating,1511 - Extra Curricular,66191,47796,47796,47796,0
1,Operating,2000 - Employee Benefits,283988,349146,271457,303896,32439
1,Operating,3000 - Contracted Serv-Prof/Tech,13936,10110,10110,10110,0
1,Operating,4000 - Contracted Servs - Property,0,857,857,857,0
1,Operating,5000 - Contr Serv-Trans/Comm/Other,8461,0,0,0,0
1,Operating,6000 - Materials & Supplies,-760,1002,1002,1002,0
1,Operating,6400 - Books/Instructional Aids,0,8921,3921,3921,0
1,Operating,7000 - Equipment,5320,3548,3548,3548,0
1,Operating,9000 - Other Uses Of Funds,0,0,0,0,0
1,Categorical,3000 - Contracted Serv-Prof/Tech,60500,0,0,0,0
2,Operating,1311 - Overtime,474,0,0,0,0
2,Operating,1511 - Extra Curricular,28053,170,170,170,0
2,Operating,2000 - Employee Benefits,13856,49,47,56,9
2,Operating,3000 - Contracted Serv-Prof/Tech,0,0,0,0,0
2,Operating,4000 - Contracted Servs - Property,0,0,0,0,0
2,Operating,5000 - Contr Serv-Trans/Comm/Other,5641,0,0,0,0
2,Operating,6000 - Materials & Supplies,0,0,0,0,0
2,Operating,6400 - Books/Instructional Aids,0,0,0,0,0
2,Operating,7000 - Equipment,1212,7000,7000,7000,0
2,Categorical,1000 - Cost Of Fulltime Positions,242938,280336,280336,347879,67543
2,Categorical,1211 - Per Diem Substitute Service,0,0,0,0,0
2,Categorical,1311 - Overtime,5000,0,0,0,0
2,Categorical,1861 - Employee Insurance Opt-Out,735,0,0,0,0
2,Categorical,2000 - Employee Benefits,121105,170334,152982,205802,52820
2,Categorical,3000 - Contracted Serv-Prof/Tech,96799,0,321583,664972,343389
2,Categorical,8000 - Scholarships & Stipends,-18000,63000,0,0,0
3,Operating,1000 - Cost Of Fulltime Positions,1623020,1459509,1448353,1732488,284135
3,Operating,1198 - Insurance Recoveries,0,-1460,-1448,-1732,-284
3,Operating,1199 - Turnover & Delayed Hiring,0,-26300,0,-345350,-345350
3,Operating,1211 - Per Diem Substitute Service,0,3567,3567,3567,0
3,Operating,1311 - Overtime,7808,42066,42066,42066,0
3,Operating,1511 - Extra Curricular,9378,6721,6721,6721,0
3,Operating,2000 - Employee Benefits,859459,838289,747678,856555,108877
3,Operating,3000 - Contracted Serv-Prof/Tech,82121,96000,100000,100000,0
3,Operating,4000 - Contracted Servs - Property,0,0,0,0,0
3,Operating,5000 - Contr Serv-Trans/Comm/Other,7349,465,2431,2431,0
3,Operating,6000 - Materials & Supplies,12596,43368,43368,43368,0
3,Operating,6400 - Books/Instructional Aids,0,97,97,97,0
3,Operating,7000 - Equipment,1379,2633,2633,2633,0
3,Operating,9000 - Other Uses Of Funds,0,966,0,0,0
3,Categorical,1000 - Cost Of Fulltime Positions,67543,68549,67543,0,-67543
3,Categorical,2000 - Employee Benefits,37726,40692,38313,0,-38313
4,Operating,1000 - Cost Of Fulltime Positions,904944,849342,919042,804130,-114912
4,Operating,1198 - Insurance Recoveries,0,-849,-415,-441,-25
4,Operating,1199 - Turnover & Delayed Hiring,0,-14400,0,-31959,-31959
4,Operating,1311 - Overtime,7017,1543,1543,1543,0
4,Operating,1511 - Extra Curricular,30179,15950,73700,120120,46420
4,Operating,2000 - Employee Benefits,431633,442810,465668,458022,-7645
4,Operating,3000 - Contracted Serv-Prof/Tech,63792,87000,107219,121498,14279
4,Operating,4000 - Contracted Servs - Property,0,0,0,0,0
4,Operating,5000 - Contr Serv-Trans/Comm/Other,26183,0,0,0,0
4,Operating,6000 - Materials & Supplies,4636,10879,10879,10879,0
4,Operating,6400 - Books/Instructional Aids,0,0,0,0,0
4,Operating,7000 - Equipment,0,1706,1706,1706,0
4,Operating,8000 - Scholarships & Stipends,0,0,0,0,0
4,Operating,9000 - Other Uses Of Funds,0,0,0,0,0
5,Operating,1000 - Cost Of Fulltime Positions,958838,1036736,1098444,1141399,42955
5,Operating,1198 - Insurance Recoveries,0,-1037,-465,-517,-52
5,Operating,1199 - Turnover & Delayed Hiring,0,-19800,0,0,0
5,Operating,1311 - Overtime,22995,17868,17868,17868,0
5,Operating,1511 - Extra Curricular,26581,11480,11480,11480,0
5,Operating,1861 - Employee Insurance Opt-Out,2190,0,0,0,0
5,Operating,2000 - Employee Benefits,538636,633238,656211,729589,73378
5,Operating,3000 - Contracted Serv-Prof/Tech,122915,113292,113292,113292,0
5,Operating,4000 - Contracted Servs - Property,420,891,891,891,0
5,Operating,5000 - Contr Serv-Trans/Comm/Other,8884,0,0,0,0
5,Operating,6000 - Materials & Supplies,3695,11319,11319,11319,0
5,Operating,6400 - Books/Instructional Aids,0,0,0,0,0
5,Operating,7000 - Equipment,0,1960,1960,1960,0
5,Categorical,1000 - Cost Of Fulltime Positions,129661,192318,192318,192318,0
5,Categorical,1211 - Per Diem Substitute Service,0,184386,0,0,0
5,Categorical,1311 - Overtime,0,0,0,0,0
5,Categorical,1511 - Extra Curricular,0,0,0,0,0
5,Categorical,1611 - Professional Development,9549,0,0,0,0
5,Categorical,2000 - Employee Benefits,51830,152344,95775,104498,8723
5,Categorical,3000 - Contracted Serv-Prof/Tech,14970,0,0,0,0
5,Categorical,4000 - Contracted Servs - Property,4720,14000,0,0,0
5,Categorical,5000 - Contr Serv-Trans/Comm/Other,1569,297426,5500,5500,0
5,Categorical,6000 - Materials & Supplies,3551,51800,3900,3900,0
5,Categorical,6400 - Books/Instructional Aids,0,0,0,0,0
5,Categorical,7000 - Equipment,5756,9000,0,0,0
5,Categorical,8000 - Scholarships & Stipends,0,100000,0,0,0
