1,Operating,1000 - Cost Of Fulltime Positions,635226,592958,1254583,1393204,138621
1,Operating,1198 - Insurance Recoveries,0,-593,-1255,-1393,-139
1,Operating,1199 - Turnover & Delayed Hiring,0,-15600,0,-79373,-79373
1,Operating,1211 - Per Diem Substitute Service,0,0,0,0,0
1,Operating,1311 - Overtime,5546,5517,16405,16405,0
1,Operating,1511 - Extra Curricular,219150,147834,66160,65053,-1107
1,Operating,1611 - Professional Development,59,0,0,0,0
1,Operating,2000 - Employee Benefits,338524,316282,542667,641996,99329
1,Operating,3000 - Contracted Serv-Prof/Tech,89600,15000,675457,777957,102500
1,Operating,4000 - Contracted Servs - Property,0,0,0,0,0
1,Operating,5000 - Contr Serv-Trans/Comm/Other,32304,1138,2538,2538,0
1,Operating,6000 - Materials & Supplies,6029,7956,17956,17956,0
1,Operating,6400 - Books/Instructional Aids,17823,0,0,0,0
1,Operating,7000 - Equipment,0,0,12080,12080,0
1,Operating,8000 - Scholarships & Stipends,0,1113233,30985,1879063,1848078
1,Operating,9000 - Other Uses Of Funds,0,0,0,0,0
1,Categorical,1000 - Cost Of Fulltime Positions,157425,231527,0,0,0
1,Categorical,1511 - Extra Curricular,0,0,0,0,0
1,Categorical,2000 - Employee Benefits,84946,144245,0,0,0
2,Operating,1000 - Cost Of Fulltime Positions,1026693,1308150,1872946,1950252,77306
2,Operating,1198 - Insurance Recoveries,0,-1308,-1873,-1950,-77
2,Operating,1199 - Turnover & Delayed Hiring,0,-23600,0,-214143,-214143
2,Operating,1211 - Per Diem Substitute Service,0,0,0,0,0
2,Operating,1311 - Overtime,0,1118,1118,1118,0
2,Operating,1511 - Extra Curricular,52242,59323,52323,3990,-48333
2,Operating,1611 - Professional Development,0,4103,4103,4103,0
2,Operating,1861 - Employee Insurance Opt-Out,3736,0,0,0,0
2,Operating,2000 - Employee Benefits,480153,711760,911234,942449,31215
2,Operating,3000 - Contracted Serv-Prof/Tech,179447,181212,334697,334697,0
2,Operating,4000 - Contracted Servs - Property,0,71,71,71,0
2,Operating,5000 - Contr Serv-Trans/Comm/Other,28696,13780,19598,19598,0
2,Operating,6000 - Materials & Supplies,6355,6508,6508,6508,0
2,Operating,6400 - Books/Instructional Aids,5565,4034,4034,4034,0
2,Operating,7000 - Equipment,5707,7520,7520,7520,0
2,Operating,9000 - Other Uses Of Funds,0,-300000,-300000,-300000,0
2,Categorical,1000 - Cost Of Fulltime Positions,898816,838577,881537,904218,22682
2,Categorical,1511 - Extra Curricular,8969,30000,30000,30000,0
2,Categorical,1861 - Employee Insurance Opt-Out,549,0,59,59,0
2,Categorical,1899 - Bonus,0,0,0,0,0
2,Categorical,2000 - Employee Benefits,433851,429280,391935,448245,56310
2,Categorical,3000 - Contracted Serv-Prof/Tech,2834623,2830600,2734000,934000,-1800000
2,Categorical,5000 - Contr Serv-Trans/Comm/Other,0,0,10969,10969,0
2,Categorical,6000 - Materials & Supplies,0,0,2000,2000,0
2,Categorical,6400 - Books/Instructional Aids,429,0,1000,1000,0
2,Categorical,7000 - Equipment,0,0,5000,5000,0
2,Categorical,8000 - Scholarships & Stipends,0,0,0,0,0
2,Categorical,9000 - Other Uses Of Funds,0,0,135404,59050,-76354
3,Operating,1000 - Cost Of Fulltime Positions,198926,135588,177588,177588,0
3,Operating,1198 - Insurance Recoveries,0,-136,-178,-178,0
3,Operating,1199 - Turnover & Delayed Hiring,0,-2000,0,0,0
3,Operating,1211 - Per Diem Substitute Service,0,45257,15195,3547,-11648
3,Operating,1311 - Overtime,4842,3435,3435,3435,0
3,Operating,1511 - Extra Curricular,61813,39955,70257,70257,0
3,Operating,1611 - Professional Development,0,0,2528,2528,0
3,Operating,2000 - Employee Benefits,111733,81411,102910,112211,9301
